"FRAS_ref","Description","Type","Controller","OTU_OMU","BUS_GATE","Easting","Northing","Type_Of_Control","SCOOT_REGION","SCOOT_STATUS","SCOOT_COMMISSION_DATE","SCOOT_ANTICIP_DATE","SCOOT_PROGRESS","Authority","HWAYS_AGENCY_AREA","HA_AGENCY_MAINTAINED","Longitude","Latitude","Final_Longitude","Final_Latitude","_COL7","NIS_node","_Object","COMMENTS","Crossing_Facility"
"165","Downing St/Grosvenor St","Signal","ST900","Gemini UTMC","NO",384899,397364,"UTC_FT","","",,"","","Manchester","0","",-2.22897,53.472805,"","",1,0,"Point","",""
"168","Great Ancoats St/Every St","Signal","ST800","Gemini UTMC","NO",385586,397943,"SCOOT","CI","COMPLETED",20070301,"","","Manchester","0","",-2.218647,53.478028,"","",0,1,"Point","",""
"169","Mancunian Way Extension/Pin Mill Brow","Signal","ST800","Gemini UTMC","NO",385633,397741,"SCOOT","CI","COMPLETED",20070301,"","","Manchester","0","",-2.217937,53.47621,"","",1,1,"Point","",""
"170","Church St/Tib St","Signal","ST800","Unspecified","NO",384414,398482,"UTC_FT","","",,"","","Manchester","0","",-2.236332,53.482839,"","",1,0,"Point","",""
"171","Princess St/Cooper St","Signal","ST800","TC12","NO",383973,398058,"UTC_FT","","",,"","","Manchester","0","",-2.242956,53.479015,"","",0,0,"Point","",""
"172","Brook St/Cloak St/Princess St","Signal","ST950ELV in","Gemini UTMC","NO",384433,397359,"FT_UTC","CU","ON-GOING",,"Major Scheme Bid 2008/09","Ducting in","Manchester","0","",-2.23599,53.472746,"","",0,0,"Point","",""
"177","Bury Old Rd /North of Seymour Rd","Puffin","ST700","Unspecified","NO",383674,402042,"UTC_FT","C2","PLANNED",,"Developer schemes","SCOOT in place","Manchester","0","",-2.247669,53.514815,"","",1,0,"Point","","PEDESTRIAN"
"178","Cheetham Hill Rd/Trinity Way/New Bridge St","Signal","ST900 ELV","Gemini UTMC","NO",384061,399222,"SCOOT","FT","COMPLETED",20061101,"","","Manchester","0","",-2.241689,53.48948,"","",0,1,"Point","",""
"194","Deansgate/Whitworth St West/Bridgewater Viaduct/Castle St","Signal","ST800","Gemini UTMC","NO",383383,397559,"UTC_FT","","",,"","","Manchester","0","",-2.251819,53.474512,"","",0,0,"Point","",""
"196","Mosley St/Charlotte St/METROLINK","Signal","ST900","Unspecified","NO",384120,398136,"UTC_FT","","",,"","","Manchester","0","",-2.240745,53.479721,"","",0,0,"Point","",""
"197","Ashton Old Rd /West of Old Ln","Toucan","ST750","Gemini UTMC","NO",389095,397363,"UTC_FT","","COMPLETED",,"","","Manchester","0","",-2.165756,53.4729,"","",1,0,"Point","","TOUCAN"
"201","Chorley New Rd/St Georges Rd/Chorley Old Rd/Thomas Holden St","Signal","ST800","Gemini UTMC","NO",370956,409622,"UTC_FT","A6","ON-GOING",,"2008/09","TESCO contribution","Bolton","0","",-2.440164,53.582393,"","",1,0,"Point","",""
"202","Marsden Rd/St Georges Rd/Topp Way","Signal","ST800","Gemini UTMC","NO",371255,409491,"UTC_FT","A6","ON-GOING",,"2008/09","SCOOT ducting complete","Bolton","0","",-2.435636,53.581232,"","",1,0,"Point","",""
"203","St Georges Rd/Knowsley St/Bath St","Signal","ST800","Gemini UTMC","NO",371563,409564,"SCOOT","AG","ON-GOING",20111123,"","","Bolton","0","",-2.430991,53.581905,"","",1,1,"Point","",""
"204","St Georges Rd/Higher Bridge St","Signal","ST800","Gemini UTMC","NO",371708,409600,"SCOOT","AG","COMPLETED",20111123,"","","Bolton","0","",-2.428804,53.582236,"","",1,1,"Point","",""
"205","Bridge St/Bow St","Signal","ST900","Gemini UTMC","NO",371713,409479,"SCOOT","AG","COMPLETED",20111123,"","","Bolton","0","",-2.428717,53.581149,"","",1,1,"Point","",""
"206","Folds Rd/Bow St/Kay St/Manor St","Signal","ST800","Gemini UTMC","NO",371882,409509,"SCOOT","AG","COMPLETED",20111123,"","","Bolton","0","",-2.426168,53.581428,"","",1,1,"Point","",""
"207","Marsden Rd/Moor Ln/Deansgate","Signal","ST800","Gemini UTMC","NO",371313,409199,"UTC_FT","A7","ON-GOING",,"Completion 2009/10","SCOOT ducting complete","Bolton","0","",-2.434727,53.578606,"","",1,0,"Point","",""
"208","Deansgate/Black Horse St","Signal","ST900 ELV","Gemini UTMC","NO",371394,409226,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","SCOOT ducting complete","Bolton","0","",-2.433517,53.578862,"","",1,0,"Point","",""
"209","Deansgate/Howell Croft North/Central St","Signal","ST800","Gemini UTMC","NO",371509,409274,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","SCOOT ducting complete","Bolton","0","",-2.43178,53.579295,"","",1,0,"Point","",""
"210","Deansgate/Knowsley St","Signal","ST900 ELV","Unspecified","NO",371603,409310,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.430363,53.579624,"","",1,0,"Point","","PEDESTRIAN"
"212","Bradshawgate/Deansgate/Bank St/Churchgate","Signal","ST800","Gemini UTMC","NO",371829,409309,"UTC_FT","","ON-GOING",,"","","Bolton","0","",-2.42695,53.579627,"","",1,0,"Point","",""
"213","Deane Rd/College Way/Moor Ln/Mayo St","Signal","ST800","Gemini UTMC","NO",371027,408665,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.439002,53.573795,"","",1,0,"Point","",""
"214","Derby St/College Way /Fletcher St","Signal","ST900 ELV","Gemini UTMC","NO",371209,408487,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","To be amended as part of college development","Bolton","0","",-2.436238,53.572206,"","",1,0,"Point","",""
"215","Trinity St/Derby St/Moor Ln","Signal","ST800","Gemini UTMC","NO",371357,408648,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","SCOOT ducting complete/current scheme","Bolton","0","",-2.434018,53.573661,"","",1,0,"Point","",""
"217","Great Moor St/Newport St","Signal","ST800","Gemini UTMC","NO",371695,408940,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","SCOOT ducting complete","Bolton","0","",-2.428941,53.576306,"","",1,0,"Point","",""
"218","Bradshawgate/Great Moor St","Signal","ST900","Gemini UTMC","NO",371895,409019,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.425927,53.577024,"","",1,0,"Point","",""
"219","Topp Way /East of Bath St","Double Toucan","ST700","Gemini UTMC","NO",371544,409705,"SCOOT","AL","COMPLETE",20160714,"2008/09","","Bolton","0","",-2.431291,53.583171,"","",1,0,"Point","","PEDESTRIAN"
"221","Bradford St/Castle St","Signal","ST900","Gemini UTMC","NO",372528,409076,"SCOOT","AB","COMPLETED",20080110,"","","Bolton","0","",-2.416372,53.57757,"","",1,0,"Point","",""
"222","Black Horse St /South of Cheadle Sq","Pelican","ST700","Unspecified","NO",371449,409071,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.432667,53.577468,"","",1,0,"Point","","PEDESTRIAN"
"1/109","St Helens Rd/Morris Green Ln","Signal","ST800","Gemini MOVA GSM","NO",370025,407324,"MOVA","","",,"","","Bolton","0","",-2.454004,53.561686,"","",1,0,"Point","",""
"224","Bury New Rd/Bradford St/Bury Rd","Signal","ST800","Gemini UTMC","NO",372793,409305,"SCOOT","AB","COMPLETED",20060901,"","","Bolton","0","",-2.41239,53.579643,"","",1,0,"Point","",""
"225","Bury Rd/Crompton Way/Bradford St","Signal","ST800","Gemini UTMC","NO",373659,409421,"SCOOT","AB","COMPLETED",20060901,"","","Bolton","0","",-2.399321,53.58073,"","",1,0,"Point","",""
"226","Blackburn Rd/Crompton Way/Mossbank Way/Belmont Rd","Signal","ST800","Gemini UTMC","NO",371457,411683,"SCOOT","AA","COMPLETED",20100301,"","","Bolton","0","",-2.432786,53.600946,"","",1,1,"Point","",""
"227","Blackburn Rd/Lawson St","Signal","ST750","Gemini UTMC","NO",371465,411839,"SCOOT","AA","COMPLETED",20100301,"2008","","Bolton","0","",-2.43268,53.602347,"","",1,1,"Point","",""
"228","Kay St/Higher Bridge St/Egyptian St","Signal","ST800","Unspecified","NO",371645,410098,"SCOOT","AL","COMPLETE",20160714,"2008/09","SCOOT ducting complete","Bolton","0","",-2.429801,53.586709,"","",1,1,"Point","",""
"229","Blackburn Rd/Halliwell Rd/Waterloo St","Signal","ST900LV","Gemini UTMC OTU","NO",371616,410297,"SCOOT","AL","COMPLETE",20160714,"","","Bolton","0","",-2.430264,53.588494,"","",1,1,"Point","",""
"230","Blackburn Rd/Waters Meeting Rd South","Signal","ST900","Gemini UTMC","NO",371605,410405,"SCOOT","AL","COMPLETE",20160614,"","","Bolton","0","",-2.430427,53.589469,"","",1,1,"Point","",""
"232","Bradford St/St Peters Way","Signal","ST800","Gemini UTMC","NO",372292,408869,"SCOOT","AE","COMPLETED",20101124,"","","Bolton","0","",-2.419918,53.575697,"","",1,0,"Point","",""
"233","Black Horse St/Ashburner St","Signal","ST800","Gemini UTMC","NO",371477,409000,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.432238,53.576831,"","",1,0,"Point","",""
"234","Trinity St/Black Horse St","Signal","ST900 ELV","Gemini UTMC","NO",371579,408696,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.43067,53.574104,"","",1,0,"Point","",""
"235","Bury Rd /East of Blenheim Rd","Puffin","ST700","Unspecified","NO",373918,409420,"SCOOT","AB","COMPLETED",20060901,"","","Bolton","0","",-2.395409,53.580734,"","",1,0,"Point","","PEDESTRIAN"
"236","Tonge Moor Rd /South of Firwood Grove","Puffin","ST700","Gemini UTMC","NO",372796,410561,"UTC_FT","","PLANNED",,"","","Bolton","0","",-2.412455,53.590932,"","",1,0,"Point","","PEDESTRIAN"
"1/081","Crompton Way/Tonge Moor Rd","Signal","ST900","PSTN 3U","NO",372898,411239,"RMS","","",,"","","Bolton","0","",-2.410973,53.597031,"","",1,0,"Point","",""
"238","Folds Rd/Turton St","Signal","ST800","Gemini UTMC","NO",372262,409909,"UTC_FT","A6","ON-GOING",,"2008/09","","Bolton","0","",-2.420464,53.585043,"","",1,0,"Point","",""
"239","Tonge Moor Rd/Thicketford Rd","Signal","ST800","Gemini UTMC","NO",372792,410286,"UTC_FT","","PLANNED",,"","","Bolton","0","",-2.412485,53.588459,"","",1,0,"Point","",""
"240","Trinity St/Thynne St","Signal","ST800","Gemini UTMC","NO",371788,408689,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.427513,53.574053,"","",1,0,"Point","",""
"1/104","St Helens Rd /South of Church Ave","Puffin","ST800","PSTN 3U","NO",370436,407684,"RMS","","",,"","","Bolton","0","",-2.447836,53.564942,"","",1,0,"Point","","PEDESTRIAN"
"243","Folds Rd/Bury New Rd/Bow St/Kay St","Signal","ST800","Gemini UTMC","NO",372060,409604,"SCOOT","AG","COMPLETED",20111123,"","","Bolton","0","",-2.423488,53.582291,"","",1,1,"Point","",""
"244","St Peters Way Slip Rd/St Georges St","Signal","ST800","Gemini UTMC","NO",371861,409636,"SCOOT","AG","COMPLETED",20111123,"","","Bolton","0","",-2.426496,53.582568,"","",1,1,"Point","",""
"245","Bury Rd /East of Belvoir St","Puffin","ST700","Gemini UTMC","NO",373209,409400,"SCOOT","AB","COMPLETED",20060901,"","","Bolton","0","",-2.406116,53.580518,"","",1,0,"Point","","PEDESTRIAN"
"246","Moor Ln/Ormrod St","Signal","ST800","TC12","NO",371353,408871,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.434099,53.575665,"","",1,0,"Point","",""
"247","Chorley New Rd/Tudor Ave/Somerset Rd","Signal","ST800","Gemini UTMC","NO",369791,409356,"UTC_FT","","",,"","","Bolton","0","",-2.457734,53.579936,"","",1,0,"Point","",""
"249","Manchester Rd/Raikes Ln","Signal","ST800","Gemini UTMC","NO",372637,407743,"SCOOT","AJ","COMPLETE",20131216,"","","Bolton","0","",-2.414609,53.565595,"","",1,1,"Point","",""
"250","Manchester Rd/Orlando St","Signal","ST800","Gemini UTMC","NO",372127,408524,"SCOOT","AB","COMPLETED",,"Summer 2008","Awaiting Modem reconfig.","Bolton","0","",-2.422379,53.572588,"","",1,0,"Point","",""
"252","Blackburn Rd /South of Draycott St","Puffin","ST700","Gemini UTMC","NO",371573,410641,"SCOOT","AH","COMPLETED",20110824,"","","Bolton","0","",-2.430938,53.591586,"","",1,1,"Point","","PEDESTRIAN"
"253","Blackburn Rd /North of Seymour Rd","Pelican","ST750","Gemini UTMC","NO",371451,411457,"SCOOT","AA","COMPLETED",,"2008","Awaiting ducting","Bolton","0","",-2.432856,53.598913,"","",1,0,"Point","","PEDESTRIAN"
"254","Higher Bridge St /South of Heywood St","Puffin","ST700","Gemini UTMC","NO",371680,409836,"SCOOT","AL","COMPLETE",20160714,"2008/09","","Bolton","0","",-2.429248,53.584356,"","",1,1,"Point","","PEDESTRIAN"
"255","Chorley New Rd /East of Bedford St","Toucan","ST700","Gemini UTMC","NO",370594,409528,"UTC_FT","","",,"","","Bolton","0","",-2.445623,53.581528,"","",1,0,"Point","","TOUCAN"
"256","Tonge Moor Rd /North of Haroldene St","Puffin","ST700","Gemini UTMC","NO",372834,410905,"UTC_FT","","PLANNED",,"","","Bolton","0","",-2.411911,53.594026,"","",1,0,"Point","","PEDESTRIAN"
"257","Manchester Rd /North of Croft Ln","Puffin","ST750","Gemini UTMC","NO",372463,407999,"Scoot","AJ","COMPLETE",20131216,"","","Bolton","0","",-2.417259,53.567887,"","",1,1,"Point","","PEDESTRIAN"
"259","Bradshawgate /North of Silverwell St","Puffin","ST750","Unspecified","NO",371855,409145,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.426542,53.578155,"","",1,0,"Point","","PEDESTRIAN"
"260","Tonge Moor Rd /North of Union Rd","Puffin","ST700","Gemini UTMC","NO",372661,410116,"UTC_FT","","PLANNED",,"","","Bolton","0","",-2.414455,53.586925,"","",1,0,"Point","","PEDESTRIAN"
"1/101","Derby St /South of Goldsmith St","Puffin","ST800","PSTN 3U","NO",370675,407872,"RMS","","",,"","","Bolton","0","",-2.444243,53.566649,"","",1,0,"Point","","PEDESTRIAN"
"262","Howell Croft/N of Ashburner St","Puffin","ST700","Gemini UTMC","NO",371573,409036,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.430791,53.57716,"","",0,0,"Point","","PEDESTRIAN"
"1/134","Bridgeman St/Fletcher St","Signal","ST900","Gemini MOVA GSM","NO",371545,408190,"MOVA","","",,"","","Bolton","0","",-2.431137,53.569555,"","",1,0,"Point","",""
"265","Moor Ln / Ashburner St","Signal","950","OTU-UTMC Integral","NO",371336,408960,"SCOOT","A7","ON-GOING",,"","","Bolton","0","",-2.434363,53.576465,"","",0,0,"Point","",""
"269","Kay St/St Peters Way/Top Way","Signal","ST800","Gemini UTMC","NO",371821,409813,"SCOOT","AL","COMPLETE",20160714,"","","Bolton","0","",-2.427116,53.584157,"","",1,1,"Point","",""
"271","Deane Rd/Moor Ln","Signal","ST800","Gemini UTMC","NO",371302,408767,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","SCOOT ducting complete","Bolton","0","",-2.434859,53.574727,"","",1,0,"Point","",""
"1/102","St Helens Rd /North of Smethurst Ln","Puffin","ST800","PSTN 5U","NO",369729,407022,"RMS","","",,"","","Bolton","0","",-2.458444,53.558955,"","",1,0,"Point","","PEDESTRIAN"
"274","Topp Way/Higher Bridge St","Signal","ST800","TC12","NO",371687,409757,"SCOOT","AL","COMPLETE",20160714,"2008/09","SCOOT ducting complete","Bolton","0","",-2.429135,53.583646,"","",1,1,"Point","",""
"1/103","St Helens Rd /North of Venice St","Puffin","ST800","PSTN 3U","NO",370546,407770,"RMS","","",,"","","Bolton","0","",-2.446181,53.565725,"","",1,0,"Point","","PEDESTRIAN"
"1/105","St Helens Rd /South of Haynes St","Puffin","ST800","PSTN 3U","NO",369879,407169,"RMS","","",,"","","Bolton","0","",-2.456194,53.560285,"","",1,0,"Point","","PEDESTRIAN"
"1/107","St Helens Rd /North of Henniker Rd","Puffin","ST800","PSTN 5U","NO",369425,406840,"RMS","","",,"","","Bolton","0","",-2.46301,53.557298,"","",1,0,"Point","","PEDESTRIAN"
"1/106","St Helens Rd /South of Henry Lee St","Puffin","ST800","PSTN 3U","NO",370193,407484,"RMS","","",,"","","Bolton","0","",-2.451483,53.563132,"","",1,0,"Point","","PEDESTRIAN"
"280","Blackburn Rd/Ulleswater St/Astley St","Signal","ST800","Gemini UTMC","NO",371538,410914,"SCOOT","AH","COMPLETED",20110824,"","","Bolton","0","",-2.431498,53.59404,"","",1,1,"Point","",""
"281","Bury Rd/Milnthorpe Rd","Signal","ST800","Gemini UTMC","NO",374517,409447,"SCOOT","AB","COMPLETED",20060901,"","","Bolton","0","",-2.386365,53.581006,"","",1,0,"Point","",""
"282","Blackburn Rd/Waters Meeting Rd North/Eckersley Rd","Signal","ST800","Gemini UTMC","NO",371508,411140,"SCOOT","AH","COMPLETED",20110824,"","","Bolton","0","",-2.431966,53.596067,"","",1,1,"Point","",""
"283","Moor Ln /North of Gas St","Puffin","ST700","Unspecified","NO",371327,409067,"UTC_FT","A7","ON-GOING",,"Civils 2008/09","","Bolton","0","",-2.434505,53.577424,"","",1,0,"Point","","PEDESTRIAN"
"288","Deane Rd /West of Board St","Pelican","ST750","TC12","NO",370602,408553,"UTC_FT","","",,"","","Bolton","0","",-2.44541,53.572765,"","",1,0,"Point","","PEDESTRIAN"
"301","Woodlands Rd/Church St","Signal","ST800","Gemini UTMC","NO",376794,388226,"SCOOT","IA","COMPLETED",20050701,"","","Trafford","0","",-2.350398,53.390372,"","",0,1,"Point","",""
"302","Woodlands Rd/Barrington Rd","Signal","ST800","Gemini UTMC","NO",376980,388301,"SCOOT","IA","COMPLETED",20050501,"","","Trafford","0","",-2.347606,53.391055,"","",0,1,"Point","",""
"303","Manchester Rd/Barrington Rd/Stamford New Rd","Signal","ST800","Gemini UTMC","NO",376674,388759,"SCOOT","IB","COMPLETED",20030101,"","","Trafford","0","",-2.352242,53.395158,"","",0,1,"Point","",""
"304","Manchester Rd/Park Rd/Woodcote Rd","Signal","ST800","Gemini UTMC","NO",377001,389979,"SCOOT","IB","COMPLETED",20070701,"","","Trafford","0","",-2.347414,53.406138,"","",1,1,"Point","",""
"305","Washway Rd/Eastway","Signal","ST800","Gemini UTMC","NO",377419,390568,"SCOOT","IB","COMPLETED",20081218,"","","Trafford","0","",-2.341165,53.411455,"","",1,1,"Point","",""
"306","Washway Rd/Marsland Rd","Signal","ST900","Gemini UTMC","NO",378048,391472,"SCOOT","IE","COMPLETED",20081224,"","","Trafford","0","",-2.331771,53.419603,"","",1,1,"Point","",""
"307","Washway Rd/Sibson Rd","Signal","ST800","Gemini UTMC","NO",378395,392005,"SCOOT","IE","COMPLETED",20081222,"","","Trafford","0","",-2.326587,53.424408,"","",0,1,"Point","",""
"308","Washway Rd/Ashton Ln/School Ln/Roman Rd","Signal","ST800","Gemini UTMC","NO",378479,392143,"SCOOT","IE","COMPLETED",20081221,"","","Trafford","0","",-2.325332,53.425652,"","",1,1,"Point","",""
"309","Cross St/Ashfield Rd/Atkinson Rd","Signal","ST800","Gemini UTMC","NO",378609,392318,"SCOOT","IE","COMPLETED",20081220,"","","Trafford","0","",-2.323388,53.42723,"","",0,1,"Point","",""
"310","Cross St/Dane Rd/Old Hall Rd","Signal","ST800","TC12","NO",378914,392750,"SCOOT","IE","COMPLETED",20081218,"Autumn 2008","","Trafford","0","",-2.318827,53.431126,"","",1,1,"Point","",""
"1805","Kingsway/Gatley Rd","Signal","ST800","Gemini UTMC","NO",385031,388363,"MOVA","","",,"","","Stockport","0","",-2.226555,53.391908,"","",0,0,"Point","",""
"312","Wilmslow Rd/High St/Gatley Rd","Signal","ST800","Gemini UTMC","NO",385627,388561,"SCOOT","GU","COMPLETED",20110302,"","","Stockport","0","",-2.217599,53.3937,"","",0,1,"Point","",""
"313","Manchester Rd/Stockport Rd/High St","Signal","ST800","Gemini UTMC","NO",385923,388735,"SCOOT","GU","COMPLETED",20110302,"","","Stockport","0","",-2.213155,53.395272,"","",0,1,"Point","",""
"314","London Rd/Buxton Rd","Signal","ST800","Gemini UTMC","NO",392543,386511,"SCOOT","GG","COMPLETED",20030101,"","","Stockport","0","",-2.11355,53.375418,"","",1,1,"Point","",""
"315","London Rd/Torkington Rd","Signal","ST800","Gemini UTMC","NO",392360,386720,"SCOOT","GG","COMPLETED",20030101,"","","Stockport","0","",-2.116306,53.377294,"","",0,1,"Point","",""
"316","London Rd /South of Chapel St","Puffin","ST700","Gemini UTMC","NO",392065,386978,"SCOOT","GG","COMPLETED",20030101,"","","Stockport","0","",-2.120746,53.379609,"","",1,1,"Point","","PEDESTRIAN"
"317","London Rd /South of Hope St","Puffin","ST700","Unspecified","NO",391946,387077,"SCOOT","GG","COMPLETED",20030101,"","","Stockport","0","",-2.122538,53.380497,"","",1,1,"Point","","PEDESTRIAN"
"318","London Rd/Commercial Rd","Signal","ST800","","NO",391842,387225,"SCOOT","GG","COMPLETED",20030101,"","","Stockport","0","",-2.124105,53.381826,"","",0,1,"Point","",""
"319","King St/Wharf St/Cavendish St","Signal","ST800","Gemini UTMC","NO",393808,398350,"SCOOT","HE","COMPLETE",20130701,"","","Tameside","0","",-2.094773,53.48185,"","",1,1,"Point","",""
"320","King St/Astley St","Signal","ST900","Gemini UTMC","NO",393887,398059,"SCOOT","HE","COMPLETE",20130701,"","","Tameside","0","",-2.093577,53.479235,"","",0,1,"Point","",""
"321","Manchester Rd /North of Gladstone Rd","Puffin","ST750","","NO",376681,388910,"SCOOT","IB","COMPLETED",20030101,"","","Trafford","0","",-2.352148,53.396516,"","",1,1,"Point","","PEDESTRIAN"
